JSONB 구조 ID,테이블명,컬럼명,스키마 버전,JSON 경로,부모 경로,키 이름,데이터 타입,필수 여부,NULL 허용 여부,배열 여부,배열 항목 타입,허용 코드 그룹,설명,값 형식,비식별 예시 값,민감정보 여부,금지 정보,보존 정책,하위 호환성 규칙,객체 상태,최초 도입 버전,최종 변경 Jira,비고
JSON_APP_USER_PREFERENCES_V2,app_user,conversation_preferences,2,$.speechVolume,$,speechVolume,enum string,N,N,N,N/A,N/A,말하기 음량 선호,enum string,LOUD,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.backgroundCapabilities[],$,backgroundCapabilities,array<enum string>,N,N,Y,enum string,N/A,휴식 중 허용된 백그라운드 기능,array<enum string>,CALL_DETECTION,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.channel,$,channel,enum string,N,N,N,N/A,N/A,알림 채널,enum string,PUSH,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.comfortAssessment,$,comfortAssessment,enum string,N,N,N,N/A,CODE_ENVIRONMENT_COMFORT,환경 쾌적도 판정,enum string,TOO_HOT,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.confirmationRequired,$,confirmationRequired,boolean,N,N,N,N/A,N/A,확인 필요 여부,boolean,true,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.deliveryResultCode,$,deliveryResultCode,enum string,N,N,N,N/A,N/A,공급자 전달 결과 코드,enum string,ACCEPTED_BY_PROVIDER,간접,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.detectionDurationSeconds,$,detectionDurationSeconds,integer,N,N,N,N/A,N/A,임계값을 충족한 실제 지속시간,integer,600,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.detectionMethod,$,detectionMethod,enum string,N,N,N,N/A,N/A,휴식 판정 방식,enum string,VISION_POSTURE_DURATION,N,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.dose,$,dose,object,N,N,N,N/A,N/A,복용량 구조,object,축약 예시 참조,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.dose.amount,$.dose,amount,number,N,N,N,N/A,N/A,복용량 수치,number,1,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.dose.unit,$.dose,unit,enum string,N,N,N,N/A,N/A,복용량 단위,enum string,TABLET,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.endedAt,$,endedAt,ISO-8601 date-time or null,N,Y,N,N/A,N/A,휴식 종료 시각,ISO-8601 date-time or null,,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.escalationLevel,$,escalationLevel,integer,N,N,N,N/A,N/A,단계 알림 수준,integer,1,간접,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.humidityPercent,$,humidityPercent,number,N,N,N,N/A,N/A,환경 관찰 상대습도(%RH),number,72.0,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.indicatorName,$,indicatorName,enum string,N,N,N,N/A,N/A,인지 참고 지표명,enum string,RECENT_MEMORY_CHANGE,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.instructions,$,instructions,string,N,N,N,N/A,N/A,복용 지침,string,식후 복용,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.interpretation,$,interpretation,enum string,N,N,N,N/A,N/A,참고 해석,enum string,REVIEW_RECOMMENDED,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.medicalDiagnosis,$,medicalDiagnosis,boolean,N,N,N,N/A,N/A,의료 진단 아님을 표시,boolean,false,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.medicationName,$,medicationName,string,N,N,N,N/A,N/A,약물명,string,가상 약 A,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.notificationKind,$,notificationKind,enum string,N,N,N,N/A,N/A,보호자 알림 종류,enum string,FALL_SUSPECTED,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.policyVersion,$,policyVersion,string,N,N,N,N/A,N/A,휴식·환경 판정 정책 버전,string,rest-policy-v1,N,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.posture,$,posture,enum string,N,N,N,N/A,N/A,휴식 판정 자세,enum string,LYING,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.recordType,$,recordType,enum string,Y,N,N,N/A,CODE_CARE_RECORD_TYPE,행의 record_type과 일치,enum string,MEDICATION_SCHEDULE,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.restState,$,restState,enum string,N,N,N,N/A,CODE_REST_STATE,휴식 최종 상태,enum string,RESTING,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.score,$,score,number,N,N,N,N/A,N/A,참고 점수,number,0.42,파생,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.temperatureC,$,temperatureC,number,N,N,N,N/A,N/A,환경 관찰 온도(°C),number,29.2,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.thresholdReason,$,thresholdReason,enum string,N,N,N,N/A,N/A,환경 임계 사건 사유,enum string,TEMPERATURE_HIGH,N,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_DETAILS_V1,care_record,details,1,$.userResponse,$,userResponse,string,N,N,N,N/A,N/A,사용자의 짧은 주관적 응답,string,조금 더워,Y,비밀번호·토큰·연락처 복제·대화 원문·생체정보·전체 모델/HTTP body 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.byDay[],$,byDay,array<enum string>,N,N,Y,enum string,N/A,요일 목록,array<enum string>,MON,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.frequency,$,frequency,enum string,Y,N,N,N/A,CODE_RECURRENCE_FREQUENCY,반복 빈도,enum string,DAILY,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.interval,$,interval,integer,Y,N,N,N/A,N/A,반복 간격; 양의 정수,integer,1,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.localTimes[],$,localTimes,array<HH:mm string>,N,N,Y,HH:mm string,N/A,현지 실행 시각 목록,array<HH:mm string>,08:00,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.timeZone,$,timeZone,IANA timezone string,Y,N,N,N/A,N/A,현지 반복 계산 시간대,IANA timezone string,Asia/Seoul,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CARE_RECORD_RECURRENCE_V1,care_record,recurrence,1,$.until,$,until,ISO-8601 date-time or null,N,Y,N,N/A,N/A,반복 종료 시각,ISO-8601 date-time or null,46387.62498842592,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,컬럼 보존 정책과 동일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[],$,items,array<object>,Y,N,Y,object,N/A,"최근 최대 12턴, 24개 메시지",array<object>,축약 예시 참조,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].fallbackUsed,$.items[],fallbackUsed,boolean,N,N,N,N/A,N/A,fallback 사용 여부,boolean,false,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].generationRequestId,$.items[],generationRequestId,opaque string(64),N,N,N,N/A,N/A,생성 요청 추적 ID,opaque string(64),01K0REQUEST00000000000000,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].messageId,$.items[],messageId,uuid string,Y,N,N,N/A,N/A,논리 메시지 ID,uuid string,00000000-0000-4000-8000-000000000101,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].occurredAt,$.items[],occurredAt,ISO-8601 string,Y,N,N,N/A,N/A,발화 발생 시각,ISO-8601 string,46037,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].role,$.items[],role,enum string,Y,N,N,N/A,CODE_MESSAGE_ROLE,발화 주체,enum string,SENIOR,N/A,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].speechCommandId,$.items[],speechCommandId,opaque string(64),N,N,N,N/A,N/A,음성 재생 명령 ID,opaque string(64),01K0COMMAND00000000000000,간접,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].speechStatus,$.items[],speechStatus,enum string,N,N,N,N/A,N/A,음성 재생 상태,enum string,REQUESTED,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.items[].text,$.items[],text,string,Y,N,N,N/A,N/A,텍스트 발화 본문,string,오늘 산책이 즐거웠어요.,Y,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_CONVERSATION_MESSAGES_V1,conversation,messages,1,$.schemaVersion,$,schemaVersion,integer,Y,N,N,N/A,N/A,구조 버전,integer,1,N,인증정보·생체정보·원시 센서·전체 요청/응답 금지,원문 7일,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.candidates[],$,candidates,array<object>,Y,N,Y,object,N/A,확인 전 원자 사실 후보 목록,array<object>,축약 예시 참조,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.candidates[].candidateId,$.candidates[],candidateId,opaque string(64),Y,N,N,N/A,N/A,한 답변 안의 후보 식별자,opaque string(64),candidate-1,간접,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.candidates[].factType,$.candidates[],factType,enum string,Y,N,N,N/A,N/A,대상 도메인의 원자 사실 유형,enum string,HOBBY,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.candidates[].targetType,$.candidates[],targetType,enum string,Y,N,N,N/A,CODE_ONBOARDING_TARGET_TYPE,최종 반영 후보 도메인,enum string,MEMORY,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
JSON_ONBOARDING_EXTRACTION_V1,onboarding_answer,extraction_jsonb,1,$.candidates[].value,$.candidates[],value,scalar or object,Y,N,N,N/A,N/A,사용자 확인 전 최소 후보 값,scalar or object,화초 가꾸기,Y,전체 대화·프롬프트·모델 응답·원본 음성·인증정보·생체정보·원시 센서 금지,확인 완료 또는 만료까지 단기,알 수 없는 최상위 키는 기본 거부; schemaVersion 변경 시 이전 reader 유지,ACTIVE,0.3.0,S15P11E102-84,Spring DTO validator 적용
